"","date","AU","CA","DK","IS","JP","NZ","NO","SE","CH","GB","US","AT","BE","FI","FR","DE","GR","IE","IT","LU","NL","PT","ES","CN","HK","IN","ID","KR","MY","PH","SG","TH","CO","MX","BG","HR","CZ","EE","HU","LV","LT","PL","RO","SK","SI","IL","SA","AE","RU","ZA","TR","AR","BR","CL","PE","RS"
"43",1990 Q3,11.813101549559,12.1860751102528,NA,NA,NA,NA,NA,13.4901359310499,13.0189965272169,13.0155124285495,15.2155015789731,NA,10.7192248636972,10.1248235832338,NA,NA,8.82435576765714,9.23612819911261,NA,NA,NA,9.34710337215095,11.1279242451738,NA,12.3558791592208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3792453461168,NA,9.20846497438414,NA,NA,NA,NA
"44",1990 Q4,11.8133022131416,12.1923975505717,NA,NA,NA,NA,NA,13.4899943107516,13.0130833684417,13.0247576686647,15.2166456817258,NA,10.7296428615702,10.1124661586074,NA,NA,8.78981311789856,9.28041016627005,NA,NA,11.3656238717278,9.36174762870986,11.1461709751028,NA,12.4136997024105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3748845524638,NA,9.13155740682307,NA,NA,NA,NA
"45",1991 Q1,11.8420470572513,12.1787041547547,13.5643647692239,NA,NA,NA,NA,13.4476956919874,13.0072250798501,13.0430854715242,15.2243524344389,NA,10.7379940853559,10.097297063645,NA,NA,8.78978417192619,9.29363656241692,NA,NA,11.3775630566961,9.35728326725481,11.1715742928714,NA,12.4669710975619,NA,NA,NA,NA,NA,9.25897350870408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3824390371439,NA,9.24818844129757,NA,NA,NA,NA
"46",1991 Q2,11.8641207552044,12.1990820487779,13.564020848247,NA,NA,NA,NA,13.4315945625769,13.0098718433904,13.0230172010816,15.2422523540308,NA,10.7430724821461,10.0925791832266,NA,NA,8.75925544812743,9.30045183472847,NA,NA,11.3731876691725,9.37016997676623,11.1992363491032,NA,12.5173580791222,NA,NA,NA,NA,NA,9.30599899872023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.388585170518,NA,9.3654512756023,NA,NA,NA,NA
"47",1991 Q3,11.882927918959,12.2392277719236,13.5578600324322,NA,NA,NA,NA,13.4302734417268,13.011667247373,13.0371776687395,15.2435842822001,NA,10.7421934258223,10.1047026897152,NA,NA,8.75673747578244,9.31553692270952,NA,NA,11.3772054497941,9.39222332323342,11.211898841573,NA,12.5827443739225,NA,NA,NA,NA,NA,9.36810595317784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.396102251292,NA,9.30945431704849,NA,NA,NA,NA
"48",1991 Q4,11.9094482226089,12.2632567214456,13.5615379329443,NA,NA,NA,NA,13.418278459075,13.0115261431308,13.0439147940774,15.2562703944967,NA,10.7542706882668,10.0952605624886,NA,NA,8.7283511727995,9.34157863169841,NA,NA,11.3958569456386,9.43066250231234,11.2449173430958,NA,12.6285826427382,NA,NA,NA,NA,NA,9.4150501348084,12.7276561499632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3914189188209,NA,9.28126921660176,NA,NA,NA,NA
"49",1992 Q1,11.9319632850199,12.2781023093337,13.5542499429554,NA,NA,NA,NA,13.41535788168,13.0082667344639,13.0550152864044,15.264294623451,NA,10.7612731689323,10.0782078296313,NA,NA,8.72052371225922,9.36351580388954,NA,NA,11.4059842170592,9.42307101991018,11.2274878361397,NA,12.6255836353888,NA,NA,NA,NA,NA,9.46068513390762,12.8015821140011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3992677193704,NA,9.23724047449683,NA,NA,NA,NA
"50",1992 Q2,11.9645771758047,12.3029631227712,13.5453269875355,NA,NA,NA,NA,13.4095943893698,13.0077829050948,13.0527823570489,15.2682586482383,NA,10.7750054091922,10.0616083258584,NA,NA,8.71332075392901,9.38232273362725,NA,NA,11.4122623976376,9.42070325143105,11.2628877103438,NA,12.6452522743684,NA,NA,NA,NA,NA,9.49458243110222,12.8565746065586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4078611235923,NA,9.20868196020312,NA,NA,NA,NA
"51",1992 Q3,12.0066418041425,12.3399498407996,13.5418379818884,NA,NA,NA,NA,13.4002496482818,13.0112209537842,13.0740833567546,15.2801590104901,NA,10.7815834190685,10.057047345282,NA,NA,8.7242870824103,9.40681886746283,NA,NA,11.4199452788973,9.45111823984071,11.2785343203078,NA,12.6613853893274,NA,NA,NA,NA,NA,9.55981019108308,12.9078142085336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4192628562332,NA,9.32236422544159,NA,NA,NA,NA
"52",1992 Q4,12.0411023593315,12.3772881220929,13.5422945036871,NA,NA,NA,NA,13.3792118323557,13.0067782291936,13.0751597974293,15.2890660721513,NA,10.7890262144372,10.0413309796136,NA,NA,8.68588680671373,9.44033979206758,NA,NA,11.4300985890043,9.48954829021991,11.2918398761655,NA,12.6553354512778,NA,NA,NA,NA,NA,9.60526215356912,12.9710148892947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4487464539304,NA,9.32530235336434,NA,NA,NA,NA
"53",1993 Q1,12.071745539968,12.4138088652585,13.5221335222613,NA,NA,NA,12.6885980231141,13.3362536997915,12.9977794193485,13.0845603846213,15.2855037933668,NA,10.7946162580383,10.0127861775352,NA,NA,8.67766467730421,9.46361090445264,NA,NA,11.4374129907722,9.52344977288618,11.3337382455571,NA,12.6551337368341,NA,NA,NA,NA,NA,9.69467122207477,13.0601678963121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4724101335839,NA,9.31805068900104,NA,NA,NA,NA
"54",1993 Q2,12.1102699898071,12.430230891637,13.5132776967652,NA,NA,NA,12.6889574593267,13.3276579209965,12.9968084876216,13.0783760235141,15.2964651570654,NA,10.8127579110977,9.99662390744512,NA,NA,8.65621549693838,9.48483217095241,NA,NA,11.4567628085405,9.54500060898801,11.3664053931752,NA,12.6919090240078,NA,NA,NA,NA,NA,9.76686496733321,13.1285481739706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4683369863678,NA,9.28247906907654,NA,NA,NA,NA
"55",1993 Q3,12.146631763267,12.5242803865958,13.5200746029764,NA,NA,NA,12.694195424958,13.3236117371374,12.9997646956035,13.0897814250151,15.3096559230412,NA,10.8274168250952,10.0003236156863,NA,NA,8.67672361709305,9.50700301438323,NA,NA,11.473985186996,9.5866787746772,11.3810985391083,NA,12.7503415278817,NA,NA,NA,NA,NA,9.85293438555079,13.1907128553189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.497233198843,NA,9.05517394170405,NA,NA,NA,NA
